"Country","Manufacturer","Commercial_Name","Category","CO2_Emissions","Mass","Fuel_Type","Fuel_Mode","Engine_Capacity","Innovative_Technology","CO2_Reduction","Year"
"GR","SKODA","YETI","M1",154,1345,"petrol","M",NA,NA,NA,2011
"LU","VOLKSWAGEN","GOLF","M1",99,1295,"diesel","M",1598,NA,NA,2012
"DE","AUDI AG","A5COUPE","M1",134,1610,"diesel","M",1968,NA,NA,2012
"PL","VOLKSWAGEN","CC","M1",137,1588,"diesel","M",1968,NA,NA,2012
"HU","JAGUAR LAND ROVER LIMITED","RANGE ROVER EVOQUE","M1G",174,1840,"diesel","M",2179,"",NA,2013
"DE","FIAT GROUP AUTOMOBILES SPA","FIAT PANDA","M1",119,935,"petrol","M",1242,NA,NA,2010
"HU","OPEL","Corsa","M1",134,1199,"petrol","M",1398,"",NA,2013
"AT","VOLKSWAGEN","SHARAN","M1",178,1790,"petrol","M",1390,"",NA,2014
"PL","TOYOTA","AVENSIS","M1",141,1565,"diesel","M",1998,NA,NA,2012
"GB","RENAULT","TRAFIC","M1",188,1976,"diesel","M",1995,"",NA,2014
"AT","SKODA","OCTAVIA","M1",119,1225,"petrol","M",1197,"",NA,2014
"ES","RENAULT","MEGANE","M1",135,1385,"diesel","M",1870,NA,NA,2011
"IE","AUTOMOBILES CITROEN","DISPATCH","M1",172,1976,"diesel","M",1997,"",NA,2014
"FI","OPEL","ASTRA","M1",159,1503,"petrol","M",1598,NA,NA,2011
"SE","AUTOMOBILES PEUGEOT","508","M1",119,1618,"diesel","M",1997,NA,NA,2012
"GB","DAIMLER AG","E220 SE CDI AUTO","M1",142,1845,"diesel","M",2143,"",NA,2013
"NL","FIAT GROUP AUTOMOBILES SPA","ALFA BRERA","M1",159,1605,"diesel","",1910,NA,NA,2010
"LU","DAIMLER AG","C300","M1",191,1795,"diesel","M",2987,"",NA,2013
"DE","VOLKSWAGEN","PASSAT","M1",149,1473,"petrol","M",1390,NA,NA,2012
"DE","OPEL","CORSA","M1",120,1199,"petrol","M",1398,"",NA,2013
"SE","TOYOTA MOTOR EUROPE","TOYOTA IQ","M1",120,1030,"petrol","M",1329,NA,NA,2010
"GB","VOLKSWAGEN","SHARAN SE BLUEMOTION TSI","M1",167,1771,"petrol","M",1390,"",NA,2014
"GB","FORD WERKE GMBH","FIESTA ZETEC","M1",98,1165,"diesel","M",1499,"",NA,2013
"LU","OPEL","INSIGNIA","M1",149,1816,"diesel","M",1956,"",NA,2014
"LU","BMW AG","120D","M1",116,1440,"diesel","M",1995,"",NA,2013
"IT","FIAT GROUP AUTOMOBILES SPA","FIAT PUNTO","M1",133,950,"petrol","M",1242,NA,NA,2010
"GR","VOLKSWAGEN","GOLF","M1",144,1290,"petrol","M",NA,NA,NA,2010
"GB","AUTOMOBILES CITROEN","BERLINGO MULTISPACE XTR E-HDIA","M1",125,1624,"diesel","M",1560,NA,NA,2012
"DE","VOLKSWAGEN","JETTA","M1",119,1392,"diesel","M",1598,NA,NA,2011
"DK","FIAT GROUP AUTOMOBILES SPA","FIAT PUNTO","M1",95,1220,"diesel","M",1248,NA,NA,2011
"GB","OPEL","ASTRA EXCLUSIV","M1",149,1471,"petrol","M",1598,NA,NA,2011
"GB","OPEL","ASTRA SE CDTI ECOFLEX S/S","M1",114,1613,"diesel","M",1686,"",NA,2013
"NL","BMW AG","X REIHE","M1",162,1925,"diesel","M",2993,NA,NA,2012
"PL","FIAT GROUP","ALFA GIULIETTA","M1",119,1395,"diesel","M",1956,"",NA,2013
"GB","SKODA","FABIA ELEGANCE 12V","M1",128,1115,"petrol","M",1198,NA,NA,2012
"IT","DAIMLER AG","A 250 4MATIC","M1",152,1505,"petrol","M",1991,"",NA,2014
"GB","NISSAN","NOTE ACENTA PREMIUM SAFTY CMFT","M1",109,1170,"petrol","M",1198,"",NA,2013
"GB","AUTOMOBILES PEUGEOT","207 ALLURE HDI 112","M1",119,1363,"diesel","M",1560,NA,NA,2011
"SK","OPEL","INSIGNIA SPORTS TOURER SW","M1",149,1931,"diesel","M",1956,NA,NA,2012
"HU","KIA","Picanto","M1",99,920,"petrol","M",998,"",NA,2013
"MT","KIA","RIO","M1",114,1560,"petrol","M",NA,NA,NA,2012
"IT","SKODA","FABIA","M1",128,1115,"petrol","M",1198,NA,NA,2012
"NL","HONDA MOTOR CO","HONDA CR-V","M1",173,1687,"diesel","M",2204,NA,NA,2010
"DE","BMW AG","528I XDRIVE","M1",167,1890,"petrol","M",1997,"",NA,2014
"ES","SKODA","ROOMSTER","M1",180,1270,"petrol","",1598,NA,NA,2010
"DK","FORD WERKE GMBH","S-Max","M1",159,1760,"diesel","M",1997,NA,NA,2011
"AT","RENAULT","MODUS","M1",138,1242,"petrol","M",1149,NA,NA,2012
"DK","AUTOMOBILES PEUGEOT","3008","M1",119,1644,"diesel","M",1560,NA,NA,2010
"FR","RENAULT","MEGANE SCENIC","M1",114,1599,"diesel","M",1598,NA,NA,2012
"BE","LAND ROVER","DISCOVERY","M1",244,2625,"diesel","M",2720,NA,NA,2011
"HU","AUDI AG","Q5","M1",184,1895,"diesel","M",1968,NA,NA,2012
"PL","RENAULT","CLIO","M1",135,1221,"petrol","M",1149,NA,NA,2011
"LU","OPEL","CORSA","M1",134,1199,"petrol","M",1398,"",NA,2013
"AT","AA-IVA","MUSTANG V6 COUPE","M1",NA,NA,"petrol","M",3998,NA,NA,2010
"IT","DAIMLER AG","SLK 200 KOMPRESSOR","M1",196,1415,"petrol","M",1796,NA,NA,2011
"PL","HYUNDAI","I10","M1",110,987,"petrol","M",1086,NA,NA,2012
"SI","BMW AG","320 / CABRIO / D","M1",135,1730,"diesel","M",1995,NA,NA,2011
"DE","DAIMLER AG","ML250BLUETEC4MATIC","M1",157,2160,"diesel","M",2143,"",NA,2014
"PL","TOYOTA","RAV4","M1",189,1708,"diesel","M",2231,NA,NA,2011
"BG","GM Korea Company","SPARK","M1",119,939,"petrol","M",NA,NA,NA,2012
"FR","BMW AG","420D XDRIVE","M1",129,1605,"diesel","M",1995,"",NA,2014
"GR","VOLKSWAGEN","POLO","M1",88,1151,"diesel","M",1422,"",NA,2014
"CZ","VOLKSWAGEN","GOLF","M1",139,1373,"petrol","M",1984,"",NA,2014
"GB","BMW AG","X1 XDRIVE20D M SPORT AUTO","M1",143,1660,"diesel","M",1995,"",NA,2013
"IT","OPEL","CORSA","M1",134,1163,"petrol","M",1398,"",NA,2014
"BE","TOYOTA","TOYOTA COROLLA","M1",125,1373,"diesel","M",1364,NA,NA,2012
"FR","OPEL","ASTRA SPORTS TOURER","M1",104,1613,"diesel","M",1598,"",NA,2014
"FR","FORD WERKE GMBH","MONDEO","M1",120,1575,"diesel","M",1997,"",NA,2013
"PL","FORD WERKE GMBH","MONDEO","M1",129,1496,"diesel","M",1560,NA,NA,2012
"AT","DAIMLER AG","E 250 CDI","M1",150,1850,"diesel","M",2143,NA,NA,2011
"DE","BMW AG","535D XDRIVE","M1",168,2145,"diesel","M",2993,"",NA,2014
"DK","FUJI HEAVY INDUSTRIES","FORESTER","M1",170,1645,"diesel","M",1998,NA,NA,2011
"GR","VOLVO","S60","M1",189,1545,"petrol","M",NA,NA,NA,2010
"BE","AUDI AG","A4 Avant","M1",149,1635,"petrol","M",1798,"",NA,2014
"IE","AUDI AG","AUDI","M1",149,1630,"diesel","M",NA,NA,NA,2010
"MT","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",119,940,"petrol","M",1242,NA,NA,2012
"DE","VOLKSWAGEN","KOMBI","M1",198,1976,"diesel","M",1968,"",NA,2014
"BE","OPEL","Insignia Sports Tourer SW","M1",164,1901,"diesel","M",1956,NA,NA,2010
"HU","SKODA","OCTAVIA","M1",99,1322,"diesel","M",1598,"",NA,2013
"IT","AUDI AG","A4 AVANT","M1",139,1675,"diesel","M",1968,"",NA,2014
"ES","NISSAN INTERNATIONAL SA","FX37","M1",282,2110,"petrol","",3696,NA,NA,2010
"ES","DAIMLER AG","VIANO","M1",193,2215,"","",2143,"",NA,2013
"GB","VOLVO","S40 S D","M1",153,1454,"diesel","M",1997,NA,NA,2010
"DE","VOLKSWAGEN","GOLF","M1",113,1229,"petrol","M",1197,"",NA,2014
"GB","DAIMLER AG","E500 SPORT AUTO","M1",261,1830,"petrol","M",5461,NA,NA,2010
"DE","DAIMLER AG","C250CDI","M1",153,1675,"diesel","M",2143,NA,NA,2011
"PL","RENAULT","CLIO","M1",125,1267,"petrol","M",1149,NA,NA,2012
"DE","VOLKSWAGEN","CADDY","M1",156,1430,"petrol","M",1197,NA,NA,2010
"DE","BMW AG","5ERREIHE","M1",178,1960,"petrol","M",2979,"",NA,2014
"ES","OPEL","ASTRA","M1",140,1503,"petrol","M",1362,NA,NA,2012
"SK","RENAULT","LAGUNA","M1",152,1712,"diesel","M",1995,NA,NA,2012
"AT","DAIMLER AG","VITO","M1",232,2200,"diesel","M",2143,"",NA,2013
"GB","OPEL","INSIGNIA EXCLUSIV","M1",183,1613,"petrol","M",1796,NA,NA,2010
"GB","FIAT GROUP AUTOMOBILES SPA","500 LOUNGE","M1",113,940,"petrol","M",1242,NA,NA,2010
"DE","BMW AG","3ERREIHE","M1",157,1631,"petrol","M",1997,"",NA,2013
"IT","BAYERISCHE MOTOREN WERKE AG","318I","M1",146,1435,"petrol","M",1995,NA,NA,2010
"AT","OPEL","ASTRA SPORTS TOURER","M1",154,1571,"petrol","M",1364,"",NA,2014
"GB","OPEL","CORSA EXC-IV CDTI73 EFLEX","M1",114,1235,"diesel","M",1248,NA,NA,2010
"DE","VOLKSWAGEN","TRANSPORTER o. CARAVELLE","M1",249,2220,"diesel","M",2461,NA,NA,2010
"GB","OPEL","CORSA SXI AC CDTI EFLEX73","M1",112,1259,"diesel","M",1248,"",NA,2013
"DE","DAIMLER AG","VIANO","M1",224,2355,"diesel","M",2987,NA,NA,2011
"SE","VOLVO","V40","M1",114,1569,"diesel","M",1984,"",NA,2014
"NL","ASTON MARTIN LAGONDA LTD","CYGNET","M1",116,1063,"petrol","M",1329,NA,NA,2011
"BE","HYUNDAI ASSAN","i20","M1",110,1202,"diesel","M",1396,"",NA,2014
"BE","PORSCHE","","",NA,NA,"petrol","M",3436,NA,NA,2010
"BG","BMW AG","JOHN COOPER WORKS","M1",184,1505,"petrol","M",1598,"",NA,2013
"AT","SKODA","OCTAVIA","M1",129,1480,"diesel","M",1968,"",NA,2014
"DE","OPEL","MERIVA","M1",168,1571,"diesel","M",1686,NA,NA,2012
"DE","BMW AG","528I","M1",167,1790,"petrol","M",1997,"",NA,2014
"HU","VOLVO","XC70","M1",169,1799,"diesel","M",2400,"",NA,2013
"PL","DAIMLER AG","GL 500","M1",262,2445,"diesel","M",4663,"",NA,2014
"DE","BMW AG","114I","M1",129,1365,"petrol","M",1598,"",NA,2013
"ES","AUDI AG","A5","M1",119,1655,"diesel","M",1968,"",NA,2014
"DE","FORD WERKE GMBH","TOURNEO CONNECT","M1",130,1632,"diesel","M",1560,"",NA,2014
"NL","AUDI AG","AUDI A7","M1",190,1860,"petrol","M",2995,NA,NA,2011
"ES","FORD WERKE GMBH","GRAND C MAX","M1",118,1493,"petrol","M",998,"",NA,2014
"FR","BMW AG","MINI","M1",115,1385,"diesel","M",1598,NA,NA,2011
"NL","SKODA","OCTAVIA","M1",135,1385,"diesel","",1896,NA,NA,2010
"DE","DAIMLER AG","GLK 200 CDI","M1",145,1825,"diesel","M",2143,"",NA,2013
"IT","FIAT GROUP","ALFA GIULIETTA","M1",110,1395,"diesel","M",1956,"",NA,2013
"ES","CHRYSLER","CHEROKEE ","M1",147,1921,"diesel","M",1956,"",NA,2014
"PL","OPEL","ASTRA","M1",156,1471,"petrol","M",1598,"",NA,2014
"SK","SKODA","SUPERB","M1",235,1714,"petrol","M",3597,NA,NA,2012
"FI","VOLKSWAGEN","PASSAT","M1",135,1601,"diesel","M",1968,NA,NA,2012
"IT","DAIMLER AG","S 63 AMG 4MATIC","M1",242,2070,"petrol","M",5461,"",NA,2014
"SK","MAZDA MOTOR CORPORATION","Mazda 5","M1",159,1610,"diesel","M",1998,NA,NA,2010
"DK","NISSAN","NISSAN NOTE","M1",139,1202,"petrol","M",1386,NA,NA,2012
"GB","AUDI AG","A5 S LINE BLACK ED TDI QUATTRO","M1",139,1700,"diesel","M",1968,"",NA,2014
"BE","OPEL","Corsa","M1",119,1163,"petrol","M",1229,NA,NA,2012
"GB","UNKNOWN","DOBLO DYNAMIC","M1",166,1468,"petrol","M",1368,NA,NA,2012
"IT","SKODA","SUPERB","M1",114,1546,"diesel","M",1598,NA,NA,2011
"ES","NISSAN","MURANO","M1",210,2040,"","",2488,"",NA,2013
"GB","OPEL","ASTRA GTC SPORT CDTI S/S","M1",119,1550,"diesel","M",1686,NA,NA,2012
"IT","AUDI AG","A6 AVANT","M1",132,1715,"diesel","M",1968,"",NA,2014
"GR","OPEL","Astra","M1",138,1503,"petrol","M",1364,"",NA,2013
"BE","AUDI AG","A6 Avant","M1",139,1765,"diesel","M",2967,NA,NA,2012
"SK","SKODA","CITIGO","M1",105,929,"petrol","M",999,NA,NA,2012
"GR","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",110,1047,"petrol","M",NA,NA,NA,2010
"GB","NISSAN INTERNATIONAL SA","MICRA TEKNA","M1",139,1032,"petrol","M",1240,NA,NA,2010
"GB","AUTOMOBILES PEUGEOT","207 ALLURE SW HDI 92","M1",110,1374,"diesel","M",1560,NA,NA,2011
"AT","RENAULT","MEGANE","M1",130,1654,"diesel","M",1461,NA,NA,2011
"CZ","SEAT","LEON ST","M1",120,1267,"petrol","M",1395,"",NA,2014
"GB","RENAULT","MEGANE SCENIC","M1",128,1460,"diesel","M",1461,NA,NA,2012
"NL","LAND ROVER","RANGE ROVER","M1",196,2366,"diesel","M",2993,NA,NA,2012
"HU","FORD WERKE GMBH","Focus","M1",139,1312,"petrol","M",1596,"",NA,2013
"GB","BMW AG","118I ES AUTO","M1",162,1520,"petrol","M",1995,NA,NA,2011
"FR","FIAT GROUP AUTOMOBILES SPA","ALFA MITO","M1",104,1225,"diesel","M",1248,NA,NA,2012
"FR","HONDA MOTOR CO","ACCORD","M1",141,1657,"diesel","M",2199,NA,NA,2012
"FR","FORD WERKE GMBH","C-MAX","M1",149,1615,"diesel","M",1997,"",NA,2013
"BE","SEAT","ALHAMBRA","M1",158,1891,"diesel","M",1968,"",NA,2013
"DE","AUTOMOBILES PEUGEOT","5008","M1",113,1605,"diesel","M",1997,"",NA,2014
"BE","SKODA","OCTAVIA","M1",NA,NA,"diesel","M",1968,"",NA,2014
"FR","JAGUAR LAND ROVER LIMITED","RANGE ROVER","M1",230,2655,"diesel","M",4367,"",NA,2013
"AT","SEAT","ALHAMBRA","M1",154,1851,"diesel","M",1968," ",NA,2013
"GB","HONDA MOTOR CO","ACCORD ES GT I-VTEC","M1",159,1498,"petrol","M",1997,"",NA,2014
"BG","BMW AG","X 3 X DRIVE 35 D","M1",162,1925,"diesel","M",2993,"",NA,2013
"DE","AUDI AG","A4 ALLROAD QUATTRO","M1",161,1825,"diesel","M",2967,"",NA,2014
"IT","FORD-WERKE GMBH","FIESTA","M1",139,1045,"petrol","M",1596,NA,NA,2010
"ES","DAIMLER AG","CITAN","M1",119,1395,"diesel","M",1461,"",NA,2014
"FI","BMW AG","520D","M1",127,1700,"diesel","M",1995,NA,NA,2012
"HU","DACIA","DUSTER","M1",165,1312,"petrol","M",1598,"",NA,2013
"LU","NISSAN","QASHQAI","M1",139,1775,"diesel","M",1598,"",NA,2014
"IT","VOLKSWAGEN","TOURAN","M1",134,1603,"diesel","M",1598,NA,NA,2012
"HU","NISSAN INTERNATIONAL SA","MICRA","M1",139,1021,"petrol","M",1240,NA,NA,2010
"NL","DAIMLER AG","C 180","M1",145,1545,"petrol","",1595,"",NA,2013
"DE","AUDI AG","A3","M1",120,1250,"petrol","M",1395,"",NA,2014
"BE","VOLKSWAGEN","GOLF","M1",118,1314,"diesel","M",1598,NA,NA,2011
"IT","KIA","SPORTAGE,SL,SLS","M1",189,1787,"diesel","M",1995,"",NA,2013
"SE","OPEL","INSIGNIA LIMOUSINE HB","M1",169,1901,"diesel","M",1956,"",NA,2013
"GB","HYUNDAI","I30 ACTIVE BLUE DRIVE CRDI","M1",97,1413,"diesel","M",1582,NA,NA,2012
"DE","VOLVO","V50","M1",176,1484,"petrol","M",1999,NA,NA,2011
"DE","BMW AG","5ERREIHE","",173,1880,"petrol","M",1997,NA,NA,2012
"DE","OPEL","INSIGNIA SPORTS TOURER SW","M1",149,1733,"diesel","M",1956,"",NA,2014
"GB","RENAULT","MEGANE","M1",104,1395,"diesel","M",1598,NA,NA,2012
"HU","AUTOMOBILES PEUGEOT","508","M1",144,1475,"petrol","M",1598,"",NA,2013
"HU","DAIMLER AG","C 220 CDI","M1",131,1610,"diesel","M",2143,"",NA,2013
"BE","DAIMLER AG","C 180 CDI","M1",131,1565,"diesel","M",2143,"",NA,2013
"PT","AUDI AG","A6 LIMOUSINE","M1",132,1660,"diesel","M",1968,NA,NA,2012
"SE","BMW AG","118D","M1",119,1420,"diesel","M",1995,"",NA,2013
"BE","GM KOREA","CHEVROLET.SPARK","M1",118,1044,"petrol","M",1206,NA,NA,2011
"LT","BMW AG","320i","M1",138,1495,"petrol","M",NA,NA,NA,2012
"BE","JAGUAR","Jaguar XJ","M1",184,1929,"diesel","M",2993,NA,NA,2011
"IT","FIAT GROUP","FIAT DOBLO'","M1",158,1575,"diesel","M",1598,"",NA,2014
"GB","FORD-WERKE GMBH","FOCUS ZETEC S 115","M1",157,1375,"petrol","M",1596,NA,NA,2010
"GR","TOYOTA","TOYOTA AYGO","M1",105,930,"petrol","M",NA,NA,NA,2012
"FR","AUTOMOBILES PEUGEOT","3008","M1",167,1534,"petrol","M",1598,NA,NA,2010
"PT","HYUNDAI","i40","M1",119,1685,"diesel","M",1685,"",NA,2014
"SK","VOLKSWAGEN","TIGUAN","M1",139,1541,"diesel","M",1968,NA,NA,2012
"GB","SEAT","LEON SE TECHNOLOGY TSI","M1",121,1275,"petrol","M",1395,"",NA,2014
"DK","RENAULT","CLIO","M1",104,1130,"petrol","M",898,"",NA,2013
"GR","AUTOMOBILES PEUGEOT","207","M1",139,1164,"petrol","M",NA,NA,NA,2011
"GB","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",113,940,"petrol","M",1242,NA,NA,2011
"IT","DAIMLER AG","C 250 CDI","M1",131,1615,"diesel","M",2143,"",NA,2013
"GB","CHRYSLER","GRAND VOYAGER LIMITED CRD AUTO","M1",207,2242,"diesel","M",2777,"",NA,2014
"GB","VOLVO","unknown","M1",169,1816,"diesel","M",1984,"",NA,2013
"GB","DAIMLER AG","C220 EXEC SE CDI BLUE-CY","M1",117,1600,"diesel","M",2143,NA,NA,2012
"AT","NISSAN","NISSAN LEAF","M1",0,1574,"electric","M",NA,"",NA,2014
"SE","VOLVO","S80","M1",159,1608,"e85","F",1596,NA,NA,2011
"GB","DAIMLER AG","E220 SE CDI BLUEEFFI-CY A","M1",142,1805,"diesel","M",2143,NA,NA,2011
"IT","AA-IVA","500 ABARTH","M1",151,1120,"petrol","M",1368,NA,NA,2012
"AT","NISSAN","NISSAN QASHQAI","M1",99,1507,"diesel","M",1461,"",NA,2014
"AT","SKODA","YETI","M1",154,1525,"diesel","M",1968,"",NA,2014
"HU","SEAT","IBIZA ST","M1",119,1145,"petrol","M",1197,"",NA,2013
"GB","SKODA","OCTAVIA ELEGANCE TDI","M1",130,1360,"diesel","M",1896,NA,NA,2010
"FI","SKODA","SUPERB","M1",149,1555,"diesel","M",1968,NA,NA,2012
"PL","RENAULT","CLIO","M1",105,1084,"petrol","M",898,"",NA,2013
"GR","OPEL","Astra","M1",138,1503,"petrol","M",NA,NA,NA,2011
"IT","OPEL","ASTRA","M1",129,1571,"diesel","M",1956,NA,NA,2012
"MT","MARUTI SUZUKI","ALTO","M1",99,930,"petrol","M",996,"",NA,2013
"FI","DAIMLER AG","E 220 CDI","M1",132,1735,"diesel","M",2143,NA,NA,2012
"GB","VOLVO","S80 SE LUX TURBO AUTO","M1",229,1717,"petrol","M",2521,NA,NA,2010
"HU","DAIMLER AG","CLA 250 4MATIC","M1",154,1540,"petrol","M",1991,"",NA,2013
"AT","RENAULT","CLIO","M1",190,1279,"petrol","M",1998,NA,NA,2011
"GB","LAND ROVER","FREELANDER XS TD4 E","M1",179,1958,"diesel","M",2179,NA,NA,2010
"GB","FORD WERKE GMBH","GRAND C-MAX TITANIUM TURBO","M1",118,1555,"petrol","M",998,"",NA,2013
"DE","DAIMLER AG","VITO","M1",193,2355,"diesel","M",2143,NA,NA,2011
"PL","AUTOMOBILES PEUGEOT","107","M1",103,880,"petrol","M",998,NA,NA,2012
"BE","FIAT GROUP AUTOMOBILES SPA","FIAT PUNTO","M1",112,1180,"diesel","M",1248,NA,NA,2012
"IT","BMW M GMBH","550I X DRIVE","M1",275,2205,"petrol","M",4395,NA,NA,2010
"SK","SEAT","IBIZA ST","M1",124,1165,"petrol","M",1197,"",NA,2013
"FR","DAIMLER AG","CLASSE A","M1",147,1355,"diesel","M",1991,NA,NA,2010
"ES","BMW AG","525D","M1",135,1825,"diesel","M",1995,NA,NA,2012
"NL","GM KOREA","C140","M1",174,1953,"diesel","",2231,"",NA,2013
"DE","DAIMLER AG","ML350BLUETEC4MATIC","M1",189,2175,"diesel","M",2987,NA,NA,2011
"RO","OPEL","INSIGNIA LIMOUSINE HB","M1",146,1843,"diesel","M",1956,"",NA,2013
"IT","VOLVO","XC70","M1",169,1734,"diesel","M",1984,"",NA,2013
"GB","AUTOMOBILES PEUGEOT","308 ACCESS E-HDI","M1",113,1405,"diesel","M",1560,"",NA,2013
"GB","OPEL","CORSA SXI AC AUTO","M1",147,1188,"petrol","M",1398,"",NA,2014
"GB","FORD WERKE GMBH","TOURNEO CUSTOM 300 ECO-TECH","M1",172,2160,"diesel","M",2198,"",NA,2014
"AT","AA-IVA","FIAT FIORINO","M1",0,1455,"electric","M",NA,NA,NA,2011
"FR","RENAULT","CLIO","M1",105,1194,"diesel","M",1461,NA,NA,2012
"BE","DAIMLER AG","R 350 BLUETEC 4MATIC","M1",223,2380,"diesel","M",2987,NA,NA,2010
"BE","SEAT","ALTEA","M1",152,1335,"petrol","M",1390,NA,NA,2011
"GB","VOLKSWAGEN","GOLF PLUS SE BLUE TDI S-A","M1",115,1471,"diesel","M",1598,NA,NA,2011
"PL","NISSAN","JUKE","M1",139,1265,"petrol","M",1598,NA,NA,2011
"GB","RENAULT","MEGANE SCENIC","M1",145,1416,"petrol","M",1197,"",NA,2014
"GR","OPEL","CORSA","M1",120,1141,"petrol","M",998,"",NA,2014
"EE","HONDA OF THE UK MANUFACTURING","CIVIC 5DR","M1",169,1324,"petrol","M",1799,NA,NA,2010
"GR","NISSAN","QASHQAI","M1",144,1480,"petrol","M",NA,NA,NA,2011
"DE","BMW AG","5ERREIHE","",243,2055,"petrol","M",4395,NA,NA,2012
"IT","FORD-WERKE GMBH","MONDEO","M1",149,1573,"diesel","M",1997,NA,NA,2010
"NL","OPEL","ASTRA SPORTS TOURER","M1",136,1471,"petrol","M",1362,"",NA,2013
"MT","FORD MOTOR COMPANY","","M1",107,1030,"diesel","",NA,NA,NA,2011
"DE","AUDI AG","A6AVANT","M1",172,1735,"petrol","M",2773,NA,NA,2012
"BE","VOLVO","XC70","M1",149,1917,"diesel","M",2400,NA,NA,2012
"BE","TOYOTA","N/A","M1",129,1640,"diesel","M",1998,"",NA,2013
"LT","BMW GMBH","X3","M1",147,1800,"petrol","M",NA,NA,NA,2011
"GB","VOLVO","XC60 SE LUX D3 AUTO","M1",179,2505,"diesel","M",2400,NA,NA,2011
"CZ","FORD WERKE GMBH","MONDEO","M1",149,1573,"diesel","M",1997,NA,NA,2012
"SE","VOLKSWAGEN","GOLF","M1",102,1337,"diesel","M",1598,NA,NA,2012
"GB","FIAT GROUP","YPSILON PLATINUM","M1",120,1040,"petrol","M",1242,"",NA,2014
"SE","AUDI AG","A5 SPORTBACK","M1",139,1700,"diesel","M",1968,NA,NA,2012
"GB","RENAULT","CAPTUR","M1",95,1245,"diesel","M",1461,"",NA,2014
"GB","FIAT GROUP AUTOMOBILES SPA","FIAT PANDA","M1",113,935,"petrol","M",1242,NA,NA,2012
"EE","AUTOMOBILES PEUGEOT","3008","M1",167,1534,"petrol","M",1598,NA,NA,2012
"SE","VOLVO","C70","M1",158,1722,"diesel","M",1997,NA,NA,2010
"FR","DAIMLER AG","CLASSE GLA","M1",105,1440,"diesel","M",1461,"",NA,2014
"PL","AA-IVA","ALFA MITO","M1",129,1287,"petrol","M",1368,NA,NA,2011
"AT","SKODA","FABIA","M1",124,1184,"petrol","M",1197,NA,NA,2012
"GB","HYUNDAI","IX20 STYLE CRDI","M1",114,1800,"diesel","M",1396,NA,NA,2011
"AT","RENAULT","CLIO","M1",137,1175,"petrol","M",1149,NA,NA,2010
"FR","DAIMLER AG","CLASSE C","M1",104,1550,"diesel","M",2143,"",NA,2014
"FI","OPEL","ASTRA","M1",148,1453,"petrol","M",1364,"",NA,2014
"SE","TOYOTA","TOYOTA YARIS","M1",114,1110,"petrol","M",1329,"",NA,2013
"HU","FORD WERKE GMBH","Mondeo","M1",129,1557,"diesel","M",1997,"",NA,2013
"GB","BMW AG","320I XDRIVE","M1",160,1630,"petrol","M",1997,"",NA,2013
"PL","DACIA","DUSTER","M1",165,1311,"petrol","M",1598,NA,NA,2011
"ES","FORD WERKE GMBH","FIESTA","M1",98,1108,"diesel","M",1499,"",NA,2014
"GB","KIA","VENGA 3","M1",147,1253,"petrol","M",1396,NA,NA,2010
"GB","AUTOMOBILES PEUGEOT","207 SPORT","M1",140,1232,"petrol","M",1397,NA,NA,2010
"GB","BMW AG","320I","M1",152,1545,"petrol","M",1997,"",NA,2014
"LU","AUTOMOBILES CITROEN","NEMO","M1",119,1330,"diesel","M",1248,"",NA,2013
"DE","FORD WERKE GMBH","KA","",115,989,"petrol","M",1242,NA,NA,2012
"SI","KIA","IX35 / 2.0 / CRDI LP 4WD","M1",149,1619,"diesel","M",1995,NA,NA,2011
"IT","BMW M GMBH","335I","M1",226,1810,"petrol","M",2979,NA,NA,2010
"SI","SEAT","ALTEA / 2.0 / TDI","M1",149,1505,"diesel","M",1968,NA,NA,2010
"GB","AUDI AG","A4 DYNAMIK TFSI QUATTRO AUTO","M1",179,1680,"petrol","M",1984,NA,NA,2011
"FI","HYUNDAI CZECH","I30","M1",130,1308,"petrol","M",1396,"",NA,2014
"ES","TOYOTA","RX450H","M1",145,2185,"petrol","M",3456,"",NA,2014
"ES","SEAT","IBIZA","M1",109,1225,"diesel","M",1598,NA,NA,2012
"GB","AUDI AG","S5 BLACK EDTN TFSI QUATTRO A","M1",179,1820,"petrol","M",2995,"",NA,2014
"IT","AUDI AG","AUDI A7","M1",158,1860,"diesel","M",2967,"",NA,2013
"MT","KIA","PICANTO","M1",99,1340,"petrol","M",NA,NA,NA,2012
"HU","GM DAEWOO AUTO U TECH COMP","CRUZE","M1",159,1360,"petrol","M",1598,NA,NA,2010
"AT","TOYOTA","VERSO-S 1,4 D-4D 90 DPF","M1",113,1247,"diesel","M",1364,"",NA,2013
"GB","DAIMLER AG","E200 SE CGI BLUEEF-CY S/S A","M1",157,1710,"petrol","M",1796,NA,NA,2011
"FR","CHRYSLER","FREEMONT","M1",169,1940,"diesel","M",1956,"",NA,2013
"SE","TOYOTA","TOYOTA YARIS","M1",118,1110,"petrol","M",1329,"",NA,2014
"AT","VOLKSWAGEN","PASSAT CC","M1",155,1602,"diesel","M",1968,NA,NA,2010
"BE","AUTOMOBILES PEUGEOT","508","M1",145,1545,"petrol","M",1598,"",NA,2013
